DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,AÑO
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,7.0,35668,20472.0,237.53,sábado,2020-01-30 19:00:00,7.03,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001037.0,ISLA MUCURA (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,7.0,7284,2921.0,23.14,miércoles,2020-01-30 19:00:00,13.44,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001017.0,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,7.0,5536,1715.0,18.53,martes,2020-01-30 19:00:00,11.39,13.0,19:00:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRA,18150001.0,REMOLINO DEL CAGUAN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023.0,7.0,19378,8830.0,89.37,sábado,2020-01-21 19:15:00,9.02,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023.0,7.0,12425,4632.0,33.12,sábado,2020-01-21 19:15:00,18.05,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753009.0,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023.0,7.0,4384,1842.0,33.6,viernes,2020-01-21 19:15:00,6.0,18.0,19:15:00,
CAUCA,19318.0,GUAPI,19318008.0,LIMONES (GUAPI - CAUCA),2023.0,7.0,8512,4005.0,45.89,miércoles,2020-01-15 18:45:00,8.48,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418012.0,SAN ANTONIO DE CHUARE (LÓPEZ DE MICAY - CAUCA),2023.0,7.0,5872,1823.0,46.69,sábado,2020-01-15 18:45:00,5.2,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACON (TIMBIQUÍ - CAUCA),2023.0,7.0,3544,1015.0,27.98,domingo,2020-01-15 18:45:00,5.56,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2023.0,7.0,5691,3826.0,30.72,lunes,2020-01-15 18:45:00,7.05,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809023.0,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023.0,7.0,29833,10248.0,182.16,miércoles,2020-01-15 18:45:00,6.2,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023.0,7.0,3236,1284.0,20.11,domingo,2020-01-15 18:45:00,5.58,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2023.0,7.0,675713,203724.0,1694.88,viernes,2020-01-17 20:45:00,18.0,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDO,27025000.0,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),2023.0,7.0,53237,17732.0,127.07,jueves,2020-01-17 20:45:00,23.44,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2023.0,7.0,613079,235459.0,1290.52,miércoles,2020-01-17 20:45:00,23.51,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2023.0,7.0,55273,18455.0,123.54,miércoles,2020-01-17 20:45:00,23.54,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO,27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023.0,7.0,192736,71761.0,384.12,viernes,2020-01-17 20:45:00,23.33,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077029.0,FIRME DE USARGA (BAJO BAUDÓ - CHOCÓ),2023.0,7.0,755,836.0,7.12,lunes,2020-01-17 20:45:00,4.31,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077026.0,GUINEAL (BAJO BAUDÓ - CHOCÓ),2023.0,7.0,5747,2493.0,31.75,martes,2020-01-17 20:45:00,8.25,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077000.0,PIZARRO (BAJO BAUDÓ - CHOCÓ),2023.0,7.0,245300,98778.0,606.67,martes,2020-01-17 20:45:00,22.13,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ,27077916.0,TERRON (BAJO BAUDÓ - CHOCÓ),2023.0,7.0,4613,2208.0,24.56,miércoles,2020-01-17 20:45:00,8.01,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099000.0,BELLAVISTA (BOJAYÁ - CHOCÓ),2023.0,7.0,101093,31203.0,250.33,sábado,2020-01-17 20:45:00,16.45,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ,27099030.0,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2023.0,7.0,7434,3293.0,34.82,sábado,2020-01-17 20:45:00,9.46,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDO (EL LITORAL DEL SAN JUAN - CHOCÓ),2023.0,7.0,103973,56702.0,246.31,jueves,2020-01-17 20:45:00,20.28,27.0,20:45:00,
CHOCO,27372.0,JURADO,27372000.0,JURADO (JURADO - CHOCÓ),2023.0,7.0,184813,68165.0,362.88,jueves,2020-01-17 20:45:00,23.0,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO,27425000.0,BETE (MEDIO ATRATO - CHOCÓ),2023.0,7.0,10645,8936.0,56.0,jueves,2020-01-17 20:45:00,8.23,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2023.0,7.0,26211,9835.0,95.11,domingo,2020-01-17 20:45:00,11.52,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2023.0,7.0,15421,7302.0,88.35,sábado,2020-01-17 20:45:00,7.3,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2023.0,7.0,459939,155189.0,944.06,lunes,2020-01-17 20:45:00,22.07,27.0,20:45:00,
GUAINIA,94343.0,BARRANCO MINAS,94343000.0,BARRANCO MINAS (BARRANCO MINAS - GUAINÍA),2023.0,7.0,60935,14074.0,173.59,miércoles,2020-02-01 18:45:00,15.51,94.0,18:45:00,
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2023.0,7.0,83462,27375.0,195.8,jueves,2020-02-15 19:15:00,18.16,95.0,19:15:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2023.0,7.0,58349,11007.0,347.33,miércoles,2020-01-11 19:30:00,9.35,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2023.0,7.0,98207,35278.0,183.3,viernes,2020-01-22 19:00:00,22.51,47.0,19:00:00,
META,50325.0,MAPIRIPAN,50325000.0,MAPIRIPAN (MAPIRIPAN - META),2023.0,7.0,166023,60755.0,344.08,miércoles,2020-01-08 18:30:00,23.51,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZAN (EL CHARCO - NARIÑO),2023.0,7.0,17741,6878.0,110.4,martes,2020-01-31 18:45:00,6.35,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSE DEL TAPAJE (EL CHARCO - NARIÑO),2023.0,7.0,12990,3724.0,80.0,sábado,2020-01-31 18:45:00,8.32,52.0,18:45:00,
NARIÑO,52520.0,FRANCISCO PIZARRO,52520013.0,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023.0,7.0,4071,2175.0,23.68,martes,2020-01-31 18:45:00,6.46,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMARALES (LA TOLA - NARIÑO),2023.0,7.0,7193,2262.0,46.02,martes,2020-01-31 18:45:00,7.17,52.0,18:45:00,
NARIÑO,52427.0,MAGÜI,52427901.0,ALTO ESTERO (MAGÜI - NARIÑO),2023.0,7.0,421,132.0,11.32,domingo,2020-01-31 18:45:00,1.27,52.0,18:45:00,
NARIÑO,52427.0,MAGÜI,52427013.0,LA LOMA (MAGÜI - NARIÑO),2023.0,7.0,339,235.0,7.45,domingo,2020-01-31 18:45:00,1.52,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023.0,7.0,2347,657.0,15.86,miércoles,2020-01-31 18:45:00,5.32,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (SAN ANDRÉS DE TUMACO - NARIÑO),2023.0,7.0,8814,3287.0,52.8,domingo,2020-01-31 18:45:00,7.27,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA,52696014.0,LA ENSENADA (SANTA BÁRBARA - NARIÑO),2023.0,7.0,3485,6323.0,21.86,jueves,2020-01-31 18:45:00,6.11,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA,52696022.0,SECADERO (SANTA BÁRBARA - NARIÑO),2023.0,7.0,2602,1828.0,13.08,domingo,2020-01-31 18:45:00,7.53,52.0,18:45:00,
PUTUMAYO,86573.0,PUERTO LEGUIZAMO,86573000.0,PUERTO LEGUIZAMO (PUERTO LEGUIZAMO - PUTUMAYO),2023.0,7.0,671713,244357.0,1266.76,miércoles,2020-02-28 19:45:00,23.22,86.0,19:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109069.0,PAPAYAL 1 (BUENAVENTURA - VALLE DEL CAUCA),2023.0,7.0,8310,580.0,41.81,viernes,2020-01-31 23:45:00,7.36,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109028.0,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2023.0,7.0,88095,32072.0,245.52,jueves,2020-01-31 23:45:00,18.57,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2023.0,7.0,6483,2842.0,31.74,sábado,2020-01-31 23:45:00,8.04,76.0,23:45:00,
VAUPES,97161.0,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2023.0,7.0,25299,10383.0,86.77,miércoles,2020-02-27 19:00:00,12.17,97.0,19:00:00,
VAUPES,97001.0,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2023.0,7.0,1380285,373817.0,2898.11,miércoles,2020-02-27 19:00:00,23.58,97.0,19:00:00,
VAUPES,97666.0,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2023.0,7.0,33997,10861.0,131.82,miércoles,2020-02-27 19:00:00,11.14,97.0,19:00:00,
VICHADA,99773.0,CUMARIBO,99773000.0,CUMARIBO (CUMARIBO - VICHADA),2023.0,7.0,317822,129634.0,650.32,jueves,2020-02-14 18:30:00,23.58,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2023.0,7.0,2331336,762278.0,4454.56,jueves,2020-02-14 18:30:00,23.58,99.0,18:30:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2023.0,7.0,5866,189.0,33.92,viernes,2020-01-31 18:45:00,8.09,52.0,18:45:00,
AMAZONAS,91798.0,TARAPACÁ (ANM),91798000.0,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2023.0,8.0,30314,13613.0,120.39,sábado,2020-02-16 14:15:00,10.15,91.0,14:15:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873002.0,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2023.0,8.0,5313,735.0,54.62,sábado,2020-01-23 21:45:00,5.59,5.0,21:45:00,
AMAZONAS,91001.0,LETICIA,91001000.0,LETICIA (LETICIA - AMAZONAS),2023.0,8.0,4231573,1147306.0,8340.9,martes,2020-02-16 14:15:00,24.0,91.0,14:15:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88564.0,PROVIDENCIA,88564000.0,PROVIDENCIA (PROVIDENCIA - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023.0,8.0,1271284,269878.0,2225.12,jueves,2020-02-28 19:00:00,24.0,88.0,19:00:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001.0,SAN ANDRÉS,88001000.0,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2023.0,8.0,19172253,5028536.0,33162.97,miércoles,2020-02-28 19:00:00,24.0,88.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,8.0,59332,34624.0,239.69,sábado,2020-01-30 19:00:00,12.0,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001037.0,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,8.0,7212,2912.0,23.84,sábado,2020-01-30 19:00:00,13.47,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001017.0,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2023.0,8.0,5284,1708.0,18.43,jueves,2020-01-30 19:00:00,11.35,13.0,19:00:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRÁ,18150001.0,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2023.0,8.0,19409,8630.0,103.84,sábado,2020-01-21 19:15:00,8.25,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023.0,8.0,13259,5056.0,36.82,miércoles,2020-01-21 19:15:00,17.08,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753009.0,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2023.0,8.0,4927,2037.0,37.4,miércoles,2020-01-21 19:15:00,6.1,18.0,19:15:00,
CAUCA,19318.0,GUAPI,19318008.0,LIMONES (GUAPI - CAUCA),2023.0,8.0,8101,3921.0,50.33,domingo,2020-01-15 18:45:00,8.24,19.0,18:45:00,
CAUCA,19318.0,GUAPI,19318013.0,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2023.0,8.0,11007,6047.0,57.81,miércoles,2020-01-15 18:45:00,8.06,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418033.0,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2023.0,8.0,4015,732.0,34.8,martes,2020-01-15 18:45:00,5.0,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418038.0,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2023.0,8.0,4899,2448.0,28.29,sábado,2020-01-15 18:45:00,7.24,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418009.0,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2023.0,8.0,7844,2996.0,36.0,domingo,2020-01-15 18:45:00,9.57,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418011.0,DOS QUEBRADAS RÍO NAYA (LÓPEZ DE MICAY - CAUCA),2023.0,8.0,2404,986.0,27.46,miércoles,2020-01-15 18:45:00,3.37,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418012.0,SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA),2023.0,8.0,4772,1371.0,47.46,sábado,2020-01-15 18:45:00,4.01,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418015.0,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2023.0,8.0,1063,581.0,7.42,domingo,2020-01-15 18:45:00,5.58,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACÓN (TIMBIQUÍ - CAUCA),2023.0,8.0,3707,1081.0,24.48,miércoles,2020-01-15 18:45:00,6.18,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2023.0,8.0,6201,4364.0,29.92,jueves,2020-01-15 18:45:00,7.56,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809023.0,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2023.0,8.0,38598,13508.0,176.7,miércoles,2020-01-15 18:45:00,8.55,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809009.0,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),2023.0,8.0,3266,1302.0,20.06,lunes,2020-01-15 18:45:00,6.09,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2023.0,8.0,624583,193963.0,1486.32,viernes,2020-01-17 20:45:00,20.09,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDÓ (PIE DE PATO),27025000.0,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2023.0,8.0,53179,17886.0,122.94,miércoles,2020-01-17 20:45:00,23.54,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2023.0,8.0,122195,50665.0,1295.8,miércoles,2020-01-17 20:45:00,23.06,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2023.0,8.0,56339,17183.0,124.87,lunes,2020-01-17 20:45:00,23.59,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2023.0,8.0,190369,70576.0,382.54,miércoles,2020-01-17 20:45:00,23.14,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077029.0,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023.0,8.0,378,246.0,6.3,domingo,2020-01-17 20:45:00,2.31,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077026.0,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023.0,8.0,5965,5912.0,33.24,domingo,2020-01-17 20:45:00,8.09,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077000.0,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2023.0,8.0,251425,97889.0,471.5,miércoles,2020-01-17 20:45:00,23.1,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077916.0,TERRON (BAJO BAUDÓ - CHOCÓ),2023.0,8.0,5211,2581.0,26.07,miércoles,2020-01-17 20:45:00,9.04,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2023.0,8.0,101643,30691.0,243.02,viernes,2020-01-17 20:45:00,16.45,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099030.0,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),2023.0,8.0,7787,3445.0,35.5,martes,2020-01-17 20:45:00,9.2,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2023.0,8.0,95572,52957.0,235.22,miércoles,2020-01-17 20:45:00,18.25,27.0,20:45:00,
CHOCO,27372.0,JURADÓ,27372000.0,JURADÓ (JURAÓ - CHOCÓ),2023.0,8.0,200154,70965.0,360.32,miércoles,2020-01-17 20:45:00,23.43,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO (BETÉ),27425000.0,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2023.0,8.0,12708,7979.0,56.0,martes,2020-01-17 20:45:00,10.43,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495011.0,PUERTO JAGUA (NUQUÍ - CHOCÓ),2023.0,8.0,923,467.0,6.0,sábado,2020-01-17 20:45:00,7.09,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495003.0,JURUBIRA (NUQUÍ - CHOCÓ),2023.0,8.0,15945,7744.0,57.36,viernes,2020-01-17 20:45:00,12.56,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2023.0,8.0,0,0.0,0.0,martes,2020-01-17 20:45:00,0.0,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2023.0,8.0,26794,9912.0,90.45,sábado,2020-01-17 20:45:00,12.08,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2023.0,8.0,16873,5751.0,92.84,viernes,2020-01-17 20:45:00,8.18,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2023.0,8.0,468171,158614.0,979.44,miércoles,2020-01-17 20:45:00,22.22,27.0,20:45:00,
GUAINIA,94343.0,BARRANCOMINAS,94343000.0,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2023.0,8.0,60416,16684.0,216.83,viernes,2020-02-01 18:45:00,15.47,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2023.0,8.0,2119202,639007.0,4129.84,viernes,2020-02-01 18:45:00,24.0,94.0,18:45:00,
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2023.0,8.0,89270,28410.0,211.64,viernes,2020-02-15 19:15:00,18.19,95.0,19:15:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2023.0,8.0,53865,10924.0,344.98,jueves,2020-01-11 19:30:00,9.35,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2023.0,8.0,83964,29169.0,179.71,martes,2020-01-22 19:00:00,23.03,47.0,19:00:00,
META,50325.0,MAPIRIPÁN,50325000.0,MAPIRIPÁN (MAPIRIPÁN - META),2023.0,8.0,180492,66783.0,345.84,miércoles,2020-01-08 18:30:00,23.54,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250016.0,ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO),2023.0,8.0,0,0.0,0.0,martes,2020-01-31 18:45:00,0.0,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2023.0,8.0,23057,8840.0,110.4,sábado,2020-01-31 18:45:00,8.31,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250003.0,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2023.0,8.0,3190,2658.0,27.36,martes,2020-01-31 18:45:00,4.35,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250022.0,EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO),2023.0,8.0,7076,3555.0,29.96,miércoles,2020-01-31 18:45:00,9.07,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250005.0,LAS MERCEDES (EL CHARCO - NARIÑO),2023.0,8.0,2573,1959.0,14.24,jueves,2020-01-31 18:45:00,7.09,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2023.0,8.0,11974,3440.0,80.0,lunes,2020-01-31 18:45:00,8.22,52.0,18:45:00,
NARIÑO,52520.0,FRANCISCO PIZARRO,52520013.0,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2023.0,8.0,4234,2442.0,25.44,lunes,2020-01-31 18:45:00,6.45,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390005.0,AGUACATAL (LA TOLA - NARIÑO),2023.0,8.0,3391,993.0,11.68,sábado,2020-01-31 18:45:00,12.33,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2023.0,8.0,9507,3351.0,47.9,viernes,2020-01-31 18:45:00,9.33,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390003.0,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2023.0,8.0,6544,2253.0,35.28,viernes,2020-01-31 18:45:00,8.43,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2023.0,8.0,5257,3388.0,34.56,martes,2020-01-31 18:45:00,7.38,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390016.0,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2023.0,8.0,4041,1563.0,16.45,jueves,2020-01-31 18:45:00,10.05,52.0,18:45:00,
NARIÑO,52427.0,MAGÜÍ,52427013.0,LA LOMA (MAGÜÍ - NARIÑO),2023.0,8.0,976,607.0,6.97,martes,2020-01-31 18:45:00,5.41,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2023.0,8.0,2691,784.0,16.13,viernes,2020-01-31 18:45:00,6.17,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835055.0,BOCAS DE CURAY (TUMACO - NARIÑO),2023.0,8.0,7895,2711.0,52.8,miércoles,2020-01-31 18:45:00,6.33,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835217.0,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2023.0,8.0,22285,8667.0,118.4,jueves,2020-01-31 18:45:00,8.45,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696014.0,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023.0,8.0,3563,6345.0,23.01,viernes,2020-01-31 18:45:00,6.13,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696022.0,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2023.0,8.0,2848,1870.0,14.09,martes,2020-01-31 18:45:00,8.32,52.0,18:45:00,
