DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS,ID DEPARTAMENTO,HORA DEMANDA MÁXIMA,AÑO
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2021.0,4.0,78950,28189.0,186.56,miércoles,2020-02-15 19:15:00,19.15,95.0,19:15:00,
LA GUAJIRA,44847.0,URIBIA,44847012.0,NAZARETH (URIBIA - LA GUAJIRA),2021.0,4.0,35845,17755.0,232.08,lunes,2020-01-11 19:30:00,7.56,44.0,19:30:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2021.0,4.0,77550,27680.0,164.03,jueves,2020-01-22 19:00:00,22.32,47.0,19:00:00,
META,50325.0,MAPIRIPÁN,50325000.0,MAPIRIPÁN (MAPIRIPÁN - META),2021.0,4.0,149555,61921.0,322.52,viernes,2020-01-08 18:30:00,23.47,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2021.0,4.0,19102,10249.0,100.8,sábado,2020-01-31 18:45:00,8.0,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250003.0,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2021.0,4.0,4182,3196.0,22.72,viernes,2020-01-31 18:45:00,7.26,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2021.0,4.0,15392,3048.0,80.0,viernes,2020-01-31 18:45:00,7.54,52.0,18:45:00,
NARIÑO,52520.0,FRANCISCO PIZARRO,52520013.0,SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO),2021.0,4.0,5481,2631.0,27.62,jueves,2020-01-31 18:45:00,8.28,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390005.0,AGUACATAL (LA TOLA - NARIÑO),2021.0,4.0,2401,553.0,15.98,domingo,2020-01-31 18:45:00,8.0,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2021.0,4.0,8736,2378.0,65.66,lunes,2020-01-31 18:45:00,5.43,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390003.0,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2021.0,4.0,5686,2200.0,29.48,miércoles,2020-01-31 18:45:00,8.19,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2021.0,4.0,3425,1531.0,33.82,jueves,2020-01-31 18:45:00,5.22,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390016.0,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2021.0,4.0,4886,1294.0,28.99,lunes,2020-01-31 18:45:00,6.42,52.0,18:45:00,
NARIÑO,52490.0,OLAYA HERRERA,52490913.0,BOCA DE PRIETA (OLAYA HERRERA - NARIÑO),2021.0,4.0,1427,404.0,15.02,jueves,2020-01-31 18:45:00,3.36,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835012.0,CHAJAL (TUMACO - NARIÑO),2021.0,4.0,10669,3619.0,137.63,martes,2020-01-31 18:45:00,4.16,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835016.0,PITAL DE LA COSTA (TUMACO - NARIÑO),2021.0,4.0,19894,11383.0,92.0,sábado,2020-01-31 18:45:00,9.21,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835212.0,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2021.0,4.0,3288,1207.0,23.39,domingo,2020-01-31 18:45:00,9.2,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835217.0,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2021.0,4.0,16922,6309.0,140.8,viernes,2020-01-31 18:45:00,5.48,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835091.0,SANTA ROSA (TUMACO - NARIÑO),2021.0,4.0,4055,1514.0,56.77,miércoles,2020-01-31 18:45:00,6.12,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835148.0,TABLÓN DULCE LA PAMPA (TUMACO - NARIÑO),2021.0,4.0,939,437.0,23.46,sábado,2020-01-31 18:45:00,3.0,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696014.0,LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2021.0,4.0,3095,2903.0,20.13,jueves,2020-01-31 18:45:00,6.12,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696022.0,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2021.0,4.0,2761,1792.0,12.72,lunes,2020-01-31 18:45:00,9.12,52.0,18:45:00,
PUTUMAYO,86573.0,PUERTO LEGUÍZAMO,86573009.0,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2021.0,4.0,4159,2224.0,28.8,sábado,2020-02-28 19:45:00,6.57,86.0,19:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109028.0,PUERTO MERIZALDE (BUENAVENTURA - VALLE DEL CAUCA),2021.0,4.0,30937,10601.0,285.12,viernes,2020-01-31 23:45:00,4.39,76.0,23:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2021.0,4.0,5733,2769.0,28.8,lunes,2020-01-31 23:45:00,8.16,76.0,23:45:00,
VAUPES,97161.0,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2021.0,4.0,20059,5339.0,79.99,jueves,2020-02-27 19:00:00,12.37,97.0,19:00:00,
VAUPES,97001.0,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2021.0,4.0,927609,280657.0,2590.39,miércoles,2020-02-27 19:00:00,22.48,97.0,19:00:00,
VAUPES,97666.0,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2021.0,4.0,28140,8763.0,105.51,viernes,2020-02-27 19:00:00,11.17,97.0,19:00:00,
VICHADA,99773.0,CUMARIBO,99773000.0,CUMARIBO (CUMARIBO - VICHADA),2021.0,4.0,303736,133946.0,687.28,viernes,2020-02-14 18:30:00,23.57,99.0,18:30:00,
VICHADA,99524.0,LA PRIMAVERA,99524000.0,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2021.0,4.0,335720,156561.0,689.36,viernes,2020-02-14 18:30:00,23.22,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001002.0,CASUARITO (PUERTO CARREÑO - VICHADA),2021.0,4.0,28829,10675.0,111.06,jueves,2020-02-14 18:30:00,11.3,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2021.0,4.0,2401457,794934.0,4685.12,viernes,2020-02-14 18:30:00,24.0,99.0,18:30:00,
VICHADA,99624.0,SANTA ROSALÍA,99624000.0,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2021.0,4.0,128741,63352.0,366.14,sábado,2020-02-14 18:30:00,16.12,99.0,18:30:00,
AMAZONAS,91001.0,LETICIA,91001000.0,LETICIA (LETICIA - AMAZONAS),2021.0,5.0,3349573,1068525.0,6642.57,viernes,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91540.0,PUERTO NARIÑO,91540000.0,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021.0,5.0,104516,36339.0,210.32,miércoles,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91798.0,TARAPACÁ (ANM),91798000.0,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2021.0,5.0,24043,10115.0,90.62,sábado,2020-02-16 14:15:00,10.22,91.0,14:15:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873002.0,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2021.0,5.0,3997,294.0,35.17,miércoles,2020-01-23 21:45:00,5.18,5.0,21:45:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873000.0,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021.0,5.0,84101,36704.0,313.28,sábado,2020-01-23 21:45:00,9.49,5.0,21:45:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001.0,SAN ANDRÉS,88001000.0,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2021.0,5.0,16801471,4795680.0,28744.52,viernes,2020-02-28 19:00:00,24.0,88.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2021.0,5.0,15612,8376.0,142.5,domingo,2020-01-30 19:00:00,4.34,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001037.0,ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR),2021.0,5.0,6065,2500.0,21.47,viernes,2020-01-30 19:00:00,14.58,13.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001017.0,SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR),2021.0,5.0,17415,5974.0,48.83,miércoles,2020-01-30 19:00:00,14.57,13.0,19:00:00,
CAQUETA,18150.0,CARTAGENA DEL CHAIRÁ,18150001.0,REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ),2021.0,5.0,11337,4771.0,87.79,sábado,2020-01-21 19:15:00,5.18,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753002.0,GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021.0,5.0,9170,3448.0,37.61,domingo,2020-01-21 19:15:00,16.22,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753015.0,GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021.0,5.0,5112,2627.0,36.56,domingo,2020-01-21 19:15:00,5.51,18.0,19:15:00,
CAQUETA,18753.0,SAN VICENTE DEL CAGUÁN,18753009.0,PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ),2021.0,5.0,4216,1582.0,43.08,jueves,2020-01-21 19:15:00,4.0,18.0,19:15:00,
CASANARE,85430.0,TRINIDAD,85430001.0,BOCAS DEL PAUTO (TRINIDAD - CASANARE),2021.0,5.0,9060,5273.0,90.56,sábado,2020-02-23 19:00:00,4.11,85.0,19:00:00,
CAUCA,19318.0,GUAPI,19318008.0,LIMONES (GUAPI - CAUCA),2021.0,5.0,8690,3527.0,36.14,lunes,2020-01-15 18:45:00,9.45,19.0,18:45:00,
CAUCA,19318.0,GUAPI,19318013.0,SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA),2021.0,5.0,11115,4889.0,49.16,viernes,2020-01-15 18:45:00,9.14,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418024.0,BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA),2021.0,5.0,6403,2197.0,29.68,lunes,2020-01-15 18:45:00,8.47,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418033.0,BOCA GRANDE (LÓPEZ (MICAY) - CAUCA),2021.0,5.0,4509,983.0,30.56,viernes,2020-01-15 18:45:00,5.43,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418038.0,ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA),2021.0,5.0,4218,1715.0,25.41,viernes,2020-01-15 18:45:00,7.01,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418009.0,NOANAMITO (LÓPEZ DE MICAY - CAUCA),2021.0,5.0,4597,1396.0,40.0,martes,2020-01-15 18:45:00,4.52,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418015.0,SAN ISIDRO (LÓPEZ DE MICAY - CAUCA),2021.0,5.0,948,347.0,6.18,lunes,2020-01-15 18:45:00,6.4,19.0,18:45:00,
CAUCA,19418.0,LÓPEZ DE MICAY,19418019.0,ZARAGOZA (LOPEZ DE MICAY - CAUCA),2021.0,5.0,12556,5553.0,64.16,sábado,2020-01-15 18:45:00,9.0,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809014.0,CHACÓN (TIMBIQUÍ - CAUCA),2021.0,5.0,4445,1298.0,34.14,sábado,2020-01-15 18:45:00,6.24,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809010.0,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),2021.0,5.0,4190,1471.0,36.77,viernes,2020-01-15 18:45:00,4.27,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809003.0,COTEJE (TIMBIQUÍ - CAUCA),2021.0,5.0,6930,4043.0,34.0,jueves,2020-01-15 18:45:00,7.45,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809026.0,LOS BRAZOS (TIMBIQUÍ - CAUCA),2021.0,5.0,4910,900.0,45.62,jueves,2020-01-15 18:45:00,4.06,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809023.0,PUERTO SAIJA (TIMBIQUÍ - CAUCA),2021.0,5.0,15238,5047.0,171.78,viernes,2020-01-15 18:45:00,3.21,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809007.0,SAN JOSÉ (TIMBIQUÍ - CAUCA),2021.0,5.0,7549,4853.0,41.16,martes,2020-01-15 18:45:00,7.06,19.0,18:45:00,
CAUCA,19809.0,TIMBIQUÍ,19809008.0,SANTA MARÍA (TIMBIQUÍ - CAUCA),2021.0,5.0,14585,5922.0,69.95,viernes,2020-01-15 18:45:00,8.19,19.0,18:45:00,
CHOCO,27006.0,ACANDÍ,27006000.0,ACANDÍ (ACANDÍ - CHOCÓ),2021.0,5.0,604750,232018.0,1053.89,miércoles,2020-01-17 20:45:00,23.31,27.0,20:45:00,
CHOCO,27006.0,ACANDÍ,27006003.0,CAPURGANÁ (ACANDÍ - CHOCO),2021.0,5.0,268997,100681.0,645.92,viernes,2020-01-17 20:45:00,17.03,27.0,20:45:00,
CHOCO,27006.0,ACANDÍ,27006007.0,SAN FRANCISCO (ACANDÍ - CHOCÓ),2021.0,5.0,21171,7639.0,108.77,sábado,2020-01-17 20:45:00,7.57,27.0,20:45:00,
CHOCO,27025.0,ALTO BAUDÓ (PIE DE PATO),27025000.0,CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ),2021.0,5.0,47415,14585.0,118.01,martes,2020-01-17 20:45:00,23.42,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075000.0,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),2021.0,5.0,687123,252377.0,1259.72,miércoles,2020-01-17 20:45:00,23.54,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075001.0,CUPICA (BAHÍA SOLANO - CHOCÓ),2021.0,5.0,65489,23692.0,142.33,lunes,2020-01-17 20:45:00,23.11,27.0,20:45:00,
CHOCO,27075.0,BAHÍA SOLANO (MUTIS),27075002.0,EL VALLE (BAHÍA SOLANO - CHOCÓ),2021.0,5.0,152969,64056.0,314.16,lunes,2020-01-17 20:45:00,23.45,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077905.0,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021.0,5.0,6458,1053.0,24.8,domingo,2020-01-17 20:45:00,9.58,27.0,20:45:00,
CHOCO,27077.0,BAJO BAUDÓ (PIZARRO),27077000.0,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),2021.0,5.0,203902,96357.0,382.8,jueves,2020-01-17 20:45:00,23.55,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099000.0,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021.0,5.0,104812,30818.0,229.08,jueves,2020-01-17 20:45:00,19.41,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099002.0,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021.0,5.0,4754,2098.0,60.8,sábado,2020-01-17 20:45:00,3.16,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099005.0,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),2021.0,5.0,12609,3742.0,60.8,lunes,2020-01-17 20:45:00,7.35,27.0,20:45:00,
CHOCO,27099.0,BOJAYÁ (BELLAVISTA),27099008.0,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),2021.0,5.0,13107,3413.0,84.0,domingo,2020-01-17 20:45:00,7.04,27.0,20:45:00,
CHOCO,27250.0,EL LITORAL DEL SAN JUAN,27250000.0,SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ),2021.0,5.0,70139,38520.0,176.48,martes,2020-01-17 20:45:00,17.57,27.0,20:45:00,
CHOCO,27372.0,JURADÓ,27372000.0,JURADÓ (JURADÓ - CHOCÓ),2021.0,5.0,161498,73009.0,303.68,miércoles,2020-01-17 20:45:00,24.0,27.0,20:45:00,
CHOCO,27425.0,MEDIO ATRATO (BETÉ),27425000.0,BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ),2021.0,5.0,21576,10795.0,72.0,lunes,2020-01-17 20:45:00,12.36,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495001.0,ARUSÍ (NUQUÍ - CHOCO),2021.0,5.0,11042,4901.0,48.0,jueves,2020-01-17 20:45:00,9.2,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495912.0,COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ),2021.0,5.0,5290,1951.0,11.32,domingo,2020-01-17 20:45:00,19.08,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495000.0,NUQUÍ (NUQUÍ - CHOCÓ),2021.0,5.0,243203,77055.0,472.74,sábado,2020-01-17 20:45:00,23.39,27.0,20:45:00,
CHOCO,27495.0,NUQUÍ,27495011.0,PUERTO JAGUA (NUQUÍ - CHOCÓ),2021.0,5.0,795,399.0,3.79,miércoles,2020-01-17 20:45:00,8.04,27.0,20:45:00,
CHOCO,27001.0,QUIBDÓ,27001029.0,TAGACHI (QUIBDÓ - CHOCÓ),2021.0,5.0,9391,3091.0,41.04,domingo,2020-01-17 20:45:00,8.41,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800001.0,BALBOA (UNGUÍA - CHOCÓ),2021.0,5.0,21339,8718.0,85.38,viernes,2020-01-17 20:45:00,10.15,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800005.0,TITUMATE (UNGUÍA - CHOCÓ),2021.0,5.0,17127,5084.0,91.96,miércoles,2020-01-17 20:45:00,8.51,27.0,20:45:00,
CHOCO,27800.0,UNGUÍA,27800000.0,UNGUÍA (UNGUÍA - CHOCÓ),2021.0,5.0,411243,143941.0,909.22,martes,2020-01-17 20:45:00,22.18,27.0,20:45:00,
GUAINIA,94343.0,BARRANCOMINAS,94343000.0,BARRANCOMINAS (BARRANCOMINAS - GUAINÍA),2021.0,5.0,51807,15993.0,164.12,viernes,2020-02-01 18:45:00,13.37,94.0,18:45:00,
GUAINIA,94001.0,INÍRIDA,94001000.0,INÍRIDA (INÍRIDA - GUAINÍA),2021.0,5.0,1587220,528498.0,2999.92,viernes,2020-02-01 18:45:00,24.0,94.0,18:45:00,
GUAVIARE,95200.0,MIRAFLORES,95200000.0,MIRAFLORES (MIRAFLORES - GUAVIARE),2021.0,5.0,74794,25564.0,185.68,jueves,2020-02-15 19:15:00,18.04,95.0,19:15:00,
MAGDALENA,47189.0,CIÉNAGA,47189018.0,PALMOR (CIÉNAGA - MAGDALENA),2021.0,5.0,92113,33292.0,181.63,sábado,2020-01-22 19:00:00,23.2,47.0,19:00:00,
META,50325.0,MAPIRIPÁN,50325000.0,MAPIRIPÁN (MAPIRIPÁN - META),2021.0,5.0,146793,58974.0,308.0,jueves,2020-01-08 18:30:00,23.37,50.0,18:30:00,
NARIÑO,52250.0,EL CHARCO,52250023.0,BAZÁN (EL CHARCO - NARIÑO),2021.0,5.0,18944,8303.0,96.0,jueves,2020-01-31 18:45:00,8.08,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250003.0,BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO),2021.0,5.0,4217,3171.0,27.52,martes,2020-01-31 18:45:00,7.0,52.0,18:45:00,
NARIÑO,52250.0,EL CHARCO,52250007.0,SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO),2021.0,5.0,13298,3176.0,80.0,lunes,2020-01-31 18:45:00,6.55,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390005.0,AGUACATAL (LA TOLA - NARIÑO),2021.0,5.0,2140,455.0,13.47,martes,2020-01-31 18:45:00,6.34,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390013.0,AMÁRALES (LA TOLA - NARIÑO),2021.0,5.0,9668,2976.0,61.66,martes,2020-01-31 18:45:00,6.29,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390003.0,LA VIGÍA DE LA MAR (LA TOLA - NARIÑO),2021.0,5.0,6076,3261.0,31.0,domingo,2020-01-31 18:45:00,8.24,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390009.0,MULATOS (LA TOLA - NARIÑO),2021.0,5.0,4295,2401.0,35.07,lunes,2020-01-31 18:45:00,6.19,52.0,18:45:00,
NARIÑO,52390.0,LA TOLA,52390016.0,SAN PABLO DEL MAR (LA TOLA - NARIÑO),2021.0,5.0,4918,1494.0,27.52,martes,2020-01-31 18:45:00,7.02,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835016.0,PITAL DE LA COSTA (TUMACO - NARIÑO),2021.0,5.0,19821,11634.0,96.0,martes,2020-01-31 18:45:00,8.53,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835212.0,PUEBLO NUEVO (TABLÓN SALADO) (TUMACO - NARIÑO),2021.0,5.0,2842,1022.0,19.42,sábado,2020-01-31 18:45:00,7.17,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835217.0,SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO),2021.0,5.0,18638,6634.0,134.4,miércoles,2020-01-31 18:45:00,6.16,52.0,18:45:00,
NARIÑO,52835.0,SAN ANDRÉS DE TUMACO,52835091.0,SANTA ROSA (TUMACO - NARIÑO),2021.0,5.0,3795,1466.0,35.26,miércoles,2020-01-31 18:45:00,5.51,52.0,18:45:00,
NARIÑO,52696.0,SANTA BÁRBARA (ISCUANDÉ),52696022.0,SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO),2021.0,5.0,2719,1876.0,13.25,miércoles,2020-01-31 18:45:00,8.59,52.0,18:45:00,
PUTUMAYO,86573.0,PUERTO LEGUÍZAMO,86573009.0,PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO),2021.0,5.0,4428,2394.0,28.8,domingo,2020-02-28 19:45:00,7.15,86.0,19:45:00,
VALLE DEL CAUCA,76109.0,BUENAVENTURA,76109032.0,SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA),2021.0,5.0,5578,2264.0,29.73,martes,2020-01-31 23:45:00,8.0,76.0,23:45:00,
VAUPES,97161.0,CARURÚ,97161000.0,CARURÚ (CARURÚ - VAUPÉS),2021.0,5.0,20423,5268.0,86.77,miércoles,2020-02-27 19:00:00,11.41,97.0,19:00:00,
VAUPES,97001.0,MITÚ,97001000.0,MITÚ (MITÚ - VAUPÉS),2021.0,5.0,1257930,375515.0,2674.38,miércoles,2020-02-27 19:00:00,24.0,97.0,19:00:00,
VAUPES,97666.0,TARAIRA,97666000.0,TARAIRA (TARAIRA - VAUPÉS),2021.0,5.0,29461,9160.0,110.79,lunes,2020-02-27 19:00:00,11.17,97.0,19:00:00,
VICHADA,99773.0,CUMARIBO,99773000.0,CUMARIBO (CUMARIBO - VICHADA),2021.0,5.0,299048,130192.0,638.0,viernes,2020-02-14 18:30:00,23.52,99.0,18:30:00,
VICHADA,99524.0,LA PRIMAVERA,99524000.0,LA PRIMAVERA (LA PRIMAVERA - VICHADA),2021.0,5.0,346303,160982.0,680.58,miércoles,2020-02-14 18:30:00,23.47,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001002.0,CASUARITO (PUERTO CARREÑO - VICHADA),2021.0,5.0,23418,8498.0,109.82,sábado,2020-02-14 18:30:00,9.01,99.0,18:30:00,
VICHADA,99001.0,PUERTO CARREÑO,99001000.0,PUERTO CARREÑO (PUERTO CARREÑO - VICHADA),2021.0,5.0,2323099,769016.0,4292.64,viernes,2020-02-14 18:30:00,24.0,99.0,18:30:00,
VICHADA,99624.0,SANTA ROSALÍA,99624000.0,SANTA ROSALÍA (SANTA ROSALÍA - VICHADA),2021.0,5.0,133752,68289.0,336.1,miércoles,2020-02-14 18:30:00,18.13,99.0,18:30:00,
AMAZONAS,91001.0,LETICIA,91001000.0,LETICIA (LETICIA - AMAZONAS),2021.0,6.0,3289472,1020489.0,6802.93,jueves,2020-02-16 14:15:00,24.0,91.0,14:15:00,
AMAZONAS,91540.0,PUERTO NARIÑO,91540000.0,PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS),2021.0,6.0,100352,34091.0,221.06,jueves,2020-02-16 14:15:00,23.57,91.0,14:15:00,
AMAZONAS,91798.0,TARAPACÁ (ANM),91798000.0,TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS),2021.0,6.0,22248,9635.0,83.47,jueves,2020-02-16 14:15:00,10.15,91.0,14:15:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873002.0,VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA),2021.0,6.0,4629,305.0,42.21,viernes,2020-01-23 21:45:00,6.33,5.0,21:45:00,
ANTIOQUIA,5873.0,VIGÍA DEL FUERTE,5873000.0,VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA),2021.0,6.0,114198,50553.0,320.32,domingo,2020-01-23 21:45:00,14.0,5.0,21:45:00,
"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",88001.0,SAN ANDRÉS,88001000.0,SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA),2021.0,6.0,16428918,4618390.0,28402.76,jueves,2020-02-28 19:00:00,24.0,88.0,19:00:00,
BOLIVAR,13001.0,CARTAGENA DE INDIAS,13001007.0,ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR),2021.0,6.0,27979,15039.0,165.37,sábado,2020-01-30 19:00:00,7.22,13.0,19:00:00,
